"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0679734058";"Killing Mister Watson";"Peter Matthiessen";"1991";"Vintage Books USA";"http://images.amazon.com/images/P/0679734058.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679734058.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679734058.01.LZZZZZZZ.jpg"
"0451130448";"Exocet";"Jack Higgins";"1984";"Penguin Putnam~mass";"http://images.amazon.com/images/P/0451130448.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451130448.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451130448.01.LZZZZZZZ.jpg"
"0553266500";"The Crib";"Paul Kent";"1987";"Bantam Books";"http://images.amazon.com/images/P/0553266500.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553266500.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553266500.01.LZZZZZZZ.jpg"
"0440206154";"Red Dragon";"Thomas Harris";"2000";"Dell Publishing Company";"http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg"
"0345370775";"Jurassic Park";"Michael Crichton";"1999";"Ballantine Books";"http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg"
"0441366945";"Imaginary Lands";"Robin McKinley";"1985";"Ace Books";"http://images.amazon.com/images/P/0441366945.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441366945.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441366945.01.LZZZZZZZ.jpg"
"0553574833";"So That Others May Live: Caroline Hebard &amp; Her Search-And-Rescue Dogs";"Hank Whittemore";"1996";"Bantam Books";"http://images.amazon.com/images/P/0553574833.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553574833.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553574833.01.LZZZZZZZ.jpg"
"0915950839";"How to Get Your Kid to Eat but Not Too Much";"Ellyn Satter";"1987";"Bull Publishing Company";"http://images.amazon.com/images/P/0915950839.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0915950839.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0915950839.01.LZZZZZZZ.jpg"
"0060242388";"Shape Changer";"Bill Brittain";"1994";"Harpercollins Juvenile Books";"http://images.amazon.com/images/P/0060242388.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060242388.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060242388.01.LZZZZZZZ.jpg"
"0452265347";"The Piano Lesson (Plume Drama)";"August Wilson";"1990";"Plume Books";"http://images.amazon.com/images/P/0452265347.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0452265347.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0452265347.01.LZZZZZZZ.jpg"
"0743457943";"Trading Places";"Fern Michaels";"2003";"Pocket Star";"http://images.amazon.com/images/P/0743457943.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743457943.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743457943.01.LZZZZZZZ.jpg"
"0373484224";"Stanislaski Brothers (Silhouette Promo)";"Nora Roberts";"2000";"Silhouette";"http://images.amazon.com/images/P/0373484224.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373484224.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373484224.01.LZZZZZZZ.jpg"
"0553205757";"Housekeeping";"Marilynn Robinson";"1982";"Bantam Books";"http://images.amazon.com/images/P/0553205757.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553205757.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553205757.01.LZZZZZZZ.jpg"
"0060171510";"A Feather on the Breath of God: A Novel";"Sigrid Nunez";"1995";"HarperCollins Publishers";"http://images.amazon.com/images/P/0060171510.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060171510.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060171510.01.LZZZZZZZ.jpg"
"0312421001";"I Thought My Father Was God: And Other True Tales from NPR's National Story Project";"Paul Auster";"2002";"Picador";"http://images.amazon.com/images/P/0312421001.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312421001.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312421001.01.LZZZZZZZ.jpg"
"0786000988";"Highland Fling";"Amanda Scott";"1995";"Pinnacle Books";"http://images.amazon.com/images/P/0786000988.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786000988.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786000988.01.LZZZZZZZ.jpg"
"0380789019";"Neverwhere";"Neil Gaiman";"1998";"Avon";"http://images.amazon.com/images/P/0380789019.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380789019.01.LZZZZZZZ.jpg"
"0451135989";"French Lieutenant Woman";"John Fowles";"1981";"Penguin Putnam~mass";"http://images.amazon.com/images/P/0451135989.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451135989.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451135989.01.LZZZZZZZ.jpg"
"0380018179";"The Thorn Birds";"Colleen McCullough";"1978";"Avon";"http://images.amazon.com/images/P/0380018179.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380018179.01.LZZZZZZZ.jpg"
"0679004785";"Fodor's Exploring London, 4th Edition (Fodor's Exploring London)";"Christopher Catling";"2000";"Fodor's";"http://images.amazon.com/images/P/0679004785.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679004785.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679004785.01.LZZZZZZZ.jpg"
"0684825821";"On Her Own Ground : The Life and Times of Madam C.J. Walker";"A'Lelia Bundles";"2001";"Scribner";"http://images.amazon.com/images/P/0684825821.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684825821.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684825821.01.LZZZZZZZ.jpg"
"0517395754";"Four Complete Lord Peter Wimsey Novels";"Dorothy L. Sayers";"1982";"Random House Value Publishing";"http://images.amazon.com/images/P/0517395754.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517395754.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517395754.01.LZZZZZZZ.jpg"
"067101420X";"Forever... : A Novel of Good and Evil, Love and Hope";"Jude Deveraux";"2002";"Pocket";"http://images.amazon.com/images/P/067101420X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067101420X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067101420X.01.LZZZZZZZ.jpg"
"0679457313";"The God of Small Things";"Arundhati Roy";"1997";"Random House Inc";"http://images.amazon.com/images/P/0679457313.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679457313.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679457313.01.LZZZZZZZ.jpg"
"0394557433";"Gift From The Sea";"Anne Morrow Lindbergh";"1986";"Pantheon Books";"http://images.amazon.com/images/P/0394557433.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394557433.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394557433.01.LZZZZZZZ.jpg"
"0553571656";"The Beekeeper's Apprentice";"LAURIE R. KING";"1996";"Bantam";"http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg"
"0312169787";"The Red Tent : A Novel";"Anita Diamant";"1997";"St. Martin's Press";"http://images.amazon.com/images/P/0312169787.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312169787.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312169787.01.LZZZZZZZ.jpg"
"0942257324";"The Earth House";"Jeanne Duprau";"1992";"New Chapter Press";"http://images.amazon.com/images/P/0942257324.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0942257324.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0942257324.01.LZZZZZZZ.jpg"
"0805008950";"Tracks";"Louise Erdrich";"1988";"Smithmark Pub";"http://images.amazon.com/images/P/0805008950.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0805008950.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0805008950.01.LZZZZZZZ.jpg"
"0786866276";"Mother of Pearl";"Melinda Haynes";"1999";"Hyperion";"http://images.amazon.com/images/P/0786866276.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786866276.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786866276.01.LZZZZZZZ.jpg"
"0151000638";"Baba: A Return to China upon My Father's Shoulders";"Belle Yang";"1994";"Harcourt";"http://images.amazon.com/images/P/0151000638.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0151000638.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0151000638.01.LZZZZZZZ.jpg"
"0140266771";"Larry's Party";"Carol Shields";"1998";"Penguin Books";"http://images.amazon.com/images/P/0140266771.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140266771.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140266771.01.LZZZZZZZ.jpg"
"015644450X";"In Love &amp; Trouble: Stories of Black Women";"Alice Walker";"1974";"Harvest Books";"http://images.amazon.com/images/P/015644450X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/015644450X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/015644450X.01.LZZZZZZZ.jpg"
"0679723420";"Pale Fire: A Novel (Vintage International)";"Vladimir Vladimirovich Nabokov";"1989";"Vintage Books USA";"http://images.amazon.com/images/P/0679723420.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679723420.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679723420.01.LZZZZZZZ.jpg"
"0441004016";"The Anubis Gates";"Tim Powers";"1997";"Ace Books";"http://images.amazon.com/images/P/0441004016.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441004016.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441004016.01.LZZZZZZZ.jpg"
"0671500546";"The Vulcan Academy Murders";"Jean Lorrah";"1984";"Star Trek";"http://images.amazon.com/images/P/0671500546.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671500546.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671500546.01.LZZZZZZZ.jpg"
"0140620338";"Picture of Dorian Gray";"Oscar Wilde";"0";"Penguin Putnam~mass";"http://images.amazon.com/images/P/0140620338.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140620338.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140620338.01.LZZZZZZZ.jpg"
"0460878263";"Samuel Taylor Coelridge (Everyman Poetry Library)";"John Beer";"1997";"Everyman Paperback Classics";"http://images.amazon.com/images/P/0460878263.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0460878263.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0460878263.01.LZZZZZZZ.jpg"
"3257061269";"Der Alchimist.";"Paulo Coelho";"2003";"Diogenes Verlag, Z�?¼rich";"http://images.amazon.com/images/P/3257061269.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3257061269.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3257061269.01.LZZZZZZZ.jpg"
"3453210999";"Das Lied der alten Steine.";"Barbara Erskine";"2002";"Heyne";"http://images.amazon.com/images/P/3453210999.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453210999.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453210999.01.LZZZZZZZ.jpg"
"3404126661";"Suche Hose, biete Rock.";"Annegrit Arens";"1997";"L�?¼bbe";"http://images.amazon.com/images/P/3404126661.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3404126661.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3404126661.01.LZZZZZZZ.jpg"
"3453177622";"Zeit im Wind.";"Nicholas Sparks";"2000";"Heyne";"http://images.amazon.com/images/P/3453177622.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453177622.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453177622.01.LZZZZZZZ.jpg"
"3453863593";"Shadowrun. Deutschland in den Schatten.";"Hans Joachim Alpers";"2003";"Heyne";"http://images.amazon.com/images/P/3453863593.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453863593.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453863593.01.LZZZZZZZ.jpg"
"3499108518";"Der Fanger Im Roggen";"Jerome D. Salinger";"1966";"Rowohlt Tb.";"http://images.amazon.com/images/P/3499108518.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3499108518.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3499108518.01.LZZZZZZZ.jpg"
"3518367064";"Demian. Die Geschichte von Emil Sinclairs Jugend.";"Hermann Hesse";"1974";"Suhrkamp";"http://images.amazon.com/images/P/3518367064.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3518367064.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3518367064.01.LZZZZZZZ.jpg"
"3453199766";"Vielleicht lieber morgen.";"Stephen Chbosky";"2001";"Heyne";"http://images.amazon.com/images/P/3453199766.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453199766.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453199766.01.LZZZZZZZ.jpg"
"3746670144";"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer";"Claudia von Zglinicki";"1995";"Aufbau Taschenbuch Verlag";"http://images.amazon.com/images/P/3746670144.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3746670144.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3746670144.01.LZZZZZZZ.jpg"
"3453088433";"Das Druidentor.";"Wolfgang Hohlbein";"2002";"Heyne";"http://images.amazon.com/images/P/3453088433.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3453088433.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3453088433.01.LZZZZZZZ.jpg"
"0425137015";"Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L";"Linda Lael Miller";"1997";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425137015.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425137015.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425137015.01.LZZZZZZZ.jpg"
"0553572490";"Vice";"Jane Feather";"1996";"Bantam";"http://images.amazon.com/images/P/0553572490.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553572490.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553572490.01.LZZZZZZZ.jpg"
"0553576976";"West of Dodge";"LOUIS L'AMOUR";"1997";"Bantam";"http://images.amazon.com/images/P/0553576976.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553576976.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553576976.01.LZZZZZZZ.jpg"
"0451450604";"The Union Forever (Lost Regiment (Numbered))";"William Forstchen";"1997";"Roc";"http://images.amazon.com/images/P/0451450604.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451450604.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451450604.01.LZZZZZZZ.jpg"
"0441001335";"The Callahan Touch";"Spider Robinson";"1996";"Ace Books";"http://images.amazon.com/images/P/0441001335.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441001335.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441001335.01.LZZZZZZZ.jpg"
"0451454677";"Caverns of Socrates";"Dennis L. McKiernan";"1996";"Roc";"http://images.amazon.com/images/P/0451454677.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451454677.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451454677.01.LZZZZZZZ.jpg"
"0373257074";"Between The Sheets (Harlequin Temptation, No 607)";"Mallory Rush";"1996";"Harlequin";"http://images.amazon.com/images/P/0373257074.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373257074.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373257074.01.LZZZZZZZ.jpg"
"0441435351";"Kent Montana and the Really Ugly Thing from Mars";"Lionel Fenn";"1990";"Ace Books";"http://images.amazon.com/images/P/0441435351.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441435351.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441435351.01.LZZZZZZZ.jpg"
"0373092237";"Black Knight";"Carole Halston";"1985";"Silhouette";"http://images.amazon.com/images/P/0373092237.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373092237.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373092237.01.LZZZZZZZ.jpg"
"0373057296";"Midsummer Madness (Silhouette Desire, No 729)";"Christine Rimmer";"1992";"Silhouette";"http://images.amazon.com/images/P/0373057296.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373057296.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373057296.01.LZZZZZZZ.jpg"
"0373058446";"Hand Of An Angel (Silhouette Desire, No 844)";"BJ James";"1994";"Silhouette";"http://images.amazon.com/images/P/0373058446.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373058446.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373058446.01.LZZZZZZZ.jpg"
"0349103232";"The crow road";"Iain Banks";"1993";"Abacus";"http://images.amazon.com/images/P/0349103232.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0349103232.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0349103232.01.LZZZZZZZ.jpg"
"0571197779";"Life Is Elsewhere";"Milan Kundera";"2000";"Faber &amp; Faber";"http://images.amazon.com/images/P/0571197779.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571197779.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571197779.01.LZZZZZZZ.jpg"
"0679745653";"Breakfast at Tiffany's: And Three Stories (First Vintage International)";"Truman Capote";"1993";"Vintage Books USA";"http://images.amazon.com/images/P/0679745653.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679745653.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679745653.01.LZZZZZZZ.jpg"
"0571200389";"Golden Gate";"Vikram Seth";"0";"Faber Faber Inc";"http://images.amazon.com/images/P/0571200389.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571200389.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571200389.01.LZZZZZZZ.jpg"
"0785268480";"Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott";"Darrell Scott";"2000";"Nelson Books";"http://images.amazon.com/images/P/0785268480.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0785268480.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0785268480.01.LZZZZZZZ.jpg"
"014044503X";"The Sorrows of Young Werther (Penguin Classics)";"Johann Wolfgang Von Goethe";"1989";"Penguin Books";"http://images.amazon.com/images/P/014044503X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/014044503X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/014044503X.01.LZZZZZZZ.jpg"
"0851707777";"Metropolis (Bfi Film Classics, 54)";"Thomas Elsaesser";"2000";"British Film Institute";"http://images.amazon.com/images/P/0851707777.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0851707777.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0851707777.01.LZZZZZZZ.jpg"
"0006276199";"Alien at St Wilfred's";"Adrian Plass";"1999";"Zondervan";"http://images.amazon.com/images/P/0006276199.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0006276199.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0006276199.01.LZZZZZZZ.jpg"
"0551031123";"Why I Follow Jesus";"Adrian Plass";"2000";"Zondervan Publishing Company";"http://images.amazon.com/images/P/0551031123.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0551031123.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0551031123.01.LZZZZZZZ.jpg"
"0551030682";"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4";"Adrian Plass";"1997";"Zondervan";"http://images.amazon.com/images/P/0551030682.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0551030682.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0551030682.01.LZZZZZZZ.jpg"
"0551032510";"Colours of Survival";"Adrian Plass";"2000";"Zondervan";"http://images.amazon.com/images/P/0551032510.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0551032510.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0551032510.01.LZZZZZZZ.jpg"
"000649840X";"Angelas Ashes";"Frank Mccourt";"0";"Harpercollins Uk";"http://images.amazon.com/images/P/000649840X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/000649840X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/000649840X.01.LZZZZZZZ.jpg"
"0140431268";"Far from the Madding Crowd (Penguin Classics)";"Thomas Hardy";"1989";"Penguin Books";"http://images.amazon.com/images/P/0140431268.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140431268.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140431268.01.LZZZZZZZ.jpg"
"0099771519";"Memoirs of a Geisha Uk";"Arthur Golden";"0";"Trafalgar Square";"http://images.amazon.com/images/P/0099771519.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0099771519.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg"
